company_id,company_name,company_name_aliases,parent_company_id,company_description,company_website_url,company_founded_date,company_founded_date_precision,headquarters_country_code,headquarters_subdivision_code,company_status,company_status_date_assessed,company_source_url,company_source_access_date
org_thomson_reuters,Thomson Reuters,,,Thomson Reuters is the provider recorded for a verified first-wave AI product candidate.,https://www.thomsonreuters.com/en/press-releases/2024/october/thomson-reuters-unveils-cocounsel-integration-in-onesource-corporate-tax-solutions,,unknown,,,active,2026-08-19,https://www.thomsonreuters.com/en/press-releases/2024/october/thomson-reuters-unveils-cocounsel-integration-in-onesource-corporate-tax-solutions,2026-08-19
org_avalara,Avalara,,,Avalara is the provider recorded for a verified first-wave AI product candidate.,https://newsroom.avalara.com/2025-07-09-Avalara-Embeds-AI-Powered-Assistant-into-Avalara-Tax-Research,,unknown,,,active,2026-08-19,https://newsroom.avalara.com/2025-07-09-Avalara-Embeds-AI-Powered-Assistant-into-Avalara-Tax-Research,2026-08-19
org_rad_ai,Rad AI,,,Rad AI is the provider recorded for a verified first-wave AI product candidate.,https://www.radai.com/news/rad-ai-to-unveil-next-generation-intelligent-radiology-reporting-solution-at-launch-event,,unknown,,,active,2026-08-19,https://www.radai.com/news/rad-ai-to-unveil-next-generation-intelligent-radiology-reporting-solution-at-launch-event,2026-08-19
org_ge_healthcare,GE HealthCare,,,GE HealthCare is the provider recorded for a verified first-wave AI product candidate.,https://investor.gehealthcare.com/news-releases/news-release-details/ge-healthcare-introduces-sonic-dl-groundbreaking-fda-cleared-ai,,unknown,,,active,2026-08-19,https://investor.gehealthcare.com/news-releases/news-release-details/ge-healthcare-introduces-sonic-dl-groundbreaking-fda-cleared-ai,2026-08-19
org_rapidai,RapidAI,,,RapidAI is the provider recorded for a verified first-wave AI product candidate.,https://www.rapidai.com/press-release/rapidai-premieres-edge-cloud-platform,,unknown,,,active,2026-08-19,https://www.rapidai.com/press-release/rapidai-premieres-edge-cloud-platform,2026-08-19
org_qure_ai,Qure.ai,,,Qure.ai is the provider recorded for a verified first-wave AI product candidate.,https://www.qure.ai/us/news-press-coverages/qure.ai-launches-FDA-cleared-AI-solution-for-advanced-lung-nodule-quantification-on-CT-scans-at-AABIP-2024,,unknown,,,active,2026-08-19,https://www.qure.ai/us/news-press-coverages/qure.ai-launches-FDA-cleared-AI-solution-for-advanced-lung-nodule-quantification-on-CT-scans-at-AABIP-2024,2026-08-19
org_gleamer,Gleamer,,,Gleamer is the provider recorded for a verified first-wave AI product candidate.,https://www.gleamer.ai/us/company,,unknown,,,active,2026-08-19,https://www.gleamer.ai/us/company,2026-08-19
org_microsoft_nuance,Microsoft (Nuance),,,Microsoft (Nuance) is the provider recorded for a verified first-wave AI product candidate.,https://www.prnewswire.com/news-releases/nuance-accelerates-the-adoption-of-generative-ai-for-radiology-with-powerscribe-advanced-auto-impression-capability-301998760.html,,unknown,,,active,2026-08-19,https://www.prnewswire.com/news-releases/nuance-accelerates-the-adoption-of-generative-ai-for-radiology-with-powerscribe-advanced-auto-impression-capability-301998760.html,2026-08-19
org_philips,Philips,,,Philips is the provider recorded for a verified first-wave AI product candidate.,https://www.philips.com/a-w/about/news/archive/standard/news/press/2025/philips-accelerates-precise-imaging-with-unique-ai-technologies-in-mri-to-improve-patient-outcomes.html,,unknown,,,active,2026-08-19,https://www.philips.com/a-w/about/news/archive/standard/news/press/2025/philips-accelerates-precise-imaging-with-unique-ai-technologies-in-mri-to-improve-patient-outcomes.html,2026-08-19
org_mim_software,MIM Software (GE HealthCare),,,MIM Software (GE HealthCare) is the provider recorded for a verified first-wave AI product candidate.,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcares-mim-software-announces-fda-clearance-of-monte-carlo-dosimetry-for-theranostics,,unknown,,,active,2026-08-19,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcares-mim-software-announces-fda-clearance-of-monte-carlo-dosimetry-for-theranostics,2026-08-19
org_cydar_medical,Cydar Medical,,,Cydar Medical is the provider recorded for a verified first-wave AI product candidate.,https://cydarmedical.com/?news=introducing-ava,,unknown,,,active,2026-08-19,https://cydarmedical.com/?news=introducing-ava,2026-08-19
org_mendaera,Mendaera,,,Mendaera is the provider recorded for a verified first-wave AI product candidate.,https://www.mendaera.com/press-releases/mendaera-announces-worlds-first-procedures-with-focalist-tm-handheld-robotic-system,,unknown,,,active,2026-08-19,https://www.mendaera.com/press-releases/mendaera-announces-worlds-first-procedures-with-focalist-tm-handheld-robotic-system,2026-08-19
org_github,GitHub,,,GitHub is the provider recorded for a verified first-wave AI product candidate.,https://github.blog/changelog/2025-09-25-copilot-coding-agent-is-now-generally-available/,,unknown,,,active,2026-08-19,https://github.blog/changelog/2025-09-25-copilot-coding-agent-is-now-generally-available/,2026-08-19
org_anthropic,Anthropic,,,Anthropic is the provider recorded for a verified first-wave AI product candidate.,https://www.anthropic.com/news/claude-3-7-sonnet,,unknown,,,active,2026-08-19,https://www.anthropic.com/news/claude-3-7-sonnet,2026-08-19
org_openai,OpenAI,,,OpenAI is the provider recorded for a verified first-wave AI product candidate.,https://openai.com/index/introducing-codex/,,unknown,,,active,2026-08-19,https://openai.com/index/introducing-codex/,2026-08-19
org_google,Google,,,Google is the provider recorded for a verified first-wave AI product candidate.,https://developers.googleblog.com/en/the-next-chapter-of-the-gemini-era-for-developers/,,unknown,,,active,2026-08-19,https://developers.googleblog.com/en/the-next-chapter-of-the-gemini-era-for-developers/,2026-08-19
org_aws,Amazon Web Services,,,Amazon Web Services is the provider recorded for a verified first-wave AI product candidate.,https://aws.amazon.com/developer/generative-ai/amazon-q/change-log/,,unknown,,,active,2026-08-19,https://aws.amazon.com/developer/generative-ai/amazon-q/change-log/,2026-08-19
org_replit,Replit,,,Replit is the provider recorded for a verified first-wave AI product candidate.,https://replit.com/blog/introducing-replit-agent,,unknown,,,active,2026-08-19,https://replit.com/blog/introducing-replit-agent,2026-08-19
org_hp,HP,,,HP is the provider recorded for a verified first-wave AI product candidate.,https://www.hp.com/us-en/newsroom/press-releases/2023/hp-siteprint-launches.html,,unknown,,,active,2026-08-19,https://www.hp.com/us-en/newsroom/press-releases/2023/hp-siteprint-launches.html,2026-08-19
org_dusty_robotics,Dusty Robotics,,,Dusty Robotics is the provider recorded for a verified first-wave AI product candidate.,https://www.dustyrobotics.com/press,,unknown,,,active,2026-08-19,https://www.dustyrobotics.com/press,2026-08-19
org_canvas_jlg,Canvas (JLG),,,Canvas (JLG) is the provider recorded for a verified first-wave AI product candidate.,https://www.businesswire.com/news/home/20240710771518/en/Canvas-Worlds-First-Robotic-Drywall-Finishing-Company-Launches-the-1200CX,,unknown,,,active,2026-08-19,https://www.businesswire.com/news/home/20240710771518/en/Canvas-Worlds-First-Robotic-Drywall-Finishing-Company-Launches-the-1200CX,2026-08-19
org_okibo,Okibo,,,Okibo is the provider recorded for a verified first-wave AI product candidate.,https://okibo.com/okibo-announces-national-launch-of-eg7-robot-following-successful-premiere-at-hensel-phelps-innovation-day/,,unknown,,,active,2026-08-19,https://okibo.com/okibo-announces-national-launch-of-eg7-robot-following-successful-premiere-at-hensel-phelps-innovation-day/,2026-08-19
org_auar,Automated Architecture (AUAR),,,Automated Architecture (AUAR) is the provider recorded for a verified first-wave AI product candidate.,https://auar.io/resources/news/auar-2025-year-in-review,,unknown,,,active,2026-08-19,https://auar.io/resources/news/auar-2025-year-in-review,2026-08-19
org_procore,Procore,,,Procore is the provider recorded for a verified first-wave AI product candidate.,https://www.procore.com/press/procore-launches-procore-ai-with-new-agents-to-boost-construction-management-efficiency,,unknown,,,active,2026-08-19,https://www.procore.com/press/procore-launches-procore-ai-with-new-agents-to-boost-construction-management-efficiency,2026-08-19
org_openspace,OpenSpace,,,OpenSpace is the provider recorded for a verified first-wave AI product candidate.,https://www.openspace.ai/press-releases/openspace-introduces-openspace-bim-for-streamlined-field-and-vdc-team-coordination/,,unknown,,,active,2026-08-19,https://www.openspace.ai/press-releases/openspace-introduces-openspace-bim-for-streamlined-field-and-vdc-team-coordination/,2026-08-19
org_aurora,Aurora,,,Aurora is the provider recorded for a verified first-wave AI product candidate.,https://ir.aurora.tech/sec-filings/all-sec-filings/content/0001828108-25-000078/auroracommerciallaunchpres.htm,,unknown,,,active,2026-08-19,https://ir.aurora.tech/sec-filings/all-sec-filings/content/0001828108-25-000078/auroracommerciallaunchpres.htm,2026-08-19
org_kodiak_ai,Kodiak AI,,,Kodiak AI is the provider recorded for a verified first-wave AI product candidate.,https://investors.kodiak.ai/node/6696/pdf,,unknown,,,active,2026-08-19,https://investors.kodiak.ai/node/6696/pdf,2026-08-19
org_waabi,Waabi,,,Waabi is the provider recorded for a verified first-wave AI product candidate.,https://www.uberfreight.com/en-US/blog/uber-freight-and-waabi-introduce-industry-first-autonomous-truck-deployment-solution,,unknown,,,active,2026-08-19,https://www.uberfreight.com/en-US/blog/uber-freight-and-waabi-introduce-industry-first-autonomous-truck-deployment-solution,2026-08-19
org_volvo_autonomous,Volvo Autonomous Solutions,,,Volvo Autonomous Solutions is the provider recorded for a verified first-wave AI product candidate.,https://www.volvoautonomoussolutions.com/en-en/news-and-insights/press-releases/2024/dec/volvo-begins-autonomous-operations-for-dhl-supply-chain-in-texas.html,,unknown,,,active,2026-08-19,https://www.volvoautonomoussolutions.com/en-en/news-and-insights/press-releases/2024/dec/volvo-begins-autonomous-operations-for-dhl-supply-chain-in-texas.html,2026-08-19
org_gatik,Gatik,,,Gatik is the provider recorded for a verified first-wave AI product candidate.,https://archive.gatik.ai/news/press-releases/tyson-foods-and-gatik-to-deploy-autonomous-trucks-in-northwest-arkansas-to-optimize-supply-chain-efficiency/,,unknown,,,active,2026-08-19,https://archive.gatik.ai/news/press-releases/tyson-foods-and-gatik-to-deploy-autonomous-trucks-in-northwest-arkansas-to-optimize-supply-chain-efficiency/,2026-08-19
org_einride,Einride,,,Einride is the provider recorded for a verified first-wave AI product candidate.,https://www.einride.tech/press/first-fulltime-autonomous-operations,,unknown,,,active,2026-08-19,https://www.einride.tech/press/first-fulltime-autonomous-operations,2026-08-19

