product_id,company_id,product_name,product_name_aliases,product_description,offering_type,product_url,original_product_launch_date,original_product_launch_date_precision,product_status,product_status_date_assessed,primary_product_source_url,primary_product_source_access_date
prod_rapidai_ncct_stroke,org_rapidai,Rapid NCCT Stroke,,First verified on-market evidence for automated noncontrast CT stroke analysis.,medical_device,https://www.rapidai.com/press-release/rapidai-premieres-edge-cloud-platform,2023-11-27,exact,active,2026-08-19,https://www.rapidai.com/press-release/rapidai-premieres-edge-cloud-platform,2026-08-19
prod_qureai_qct_ln_quant,org_qure_ai,qCT LN Quant,,Launch of an FDA-cleared lung-nodule quantification product.,medical_device,https://www.qure.ai/us/news-press-coverages/qure.ai-launches-FDA-cleared-AI-solution-for-advanced-lung-nodule-quantification-on-CT-scans-at-AABIP-2024,2024-08-22,exact,active,2026-08-19,https://www.qure.ai/us/news-press-coverages/qure.ai-launches-FDA-cleared-AI-solution-for-advanced-lung-nodule-quantification-on-CT-scans-at-AABIP-2024,2026-08-19
prod_gleamer_boneage,org_gleamer,BoneAge,,Commercial launch year reported by the company.,medical_device,https://www.gleamer.ai/us/company,2023,year,active,2026-08-19,https://www.gleamer.ai/us/company,2026-08-19
prod_gleamer_bonemetrics,org_gleamer,BoneMetrics,,Commercial launch year reported by the company.,medical_device,https://www.gleamer.ai/us/company,2023,year,active,2026-08-19,https://www.gleamer.ai/us/company,2026-08-19
prod_nuance_powerscribe_smart_impression,org_microsoft_nuance,PowerScribe Smart Impression,,Named-customer launch of generative-AI radiology impressions and recommendations.,software_module,https://www.prnewswire.com/news-releases/nuance-accelerates-the-adoption-of-generative-ai-for-radiology-with-powerscribe-advanced-auto-impression-capability-301998760.html,2023-11-28,exact,active,2026-08-19,https://www.prnewswire.com/news-releases/nuance-accelerates-the-adoption-of-generative-ai-for-radiology-with-powerscribe-advanced-auto-impression-capability-301998760.html,2026-08-19
prod_philips_smartspeed_precise,org_philips,SmartSpeed Precise,,Worldwide launch across specified Philips 1.5T and 3.0T MRI systems.,medical_device,https://www.philips.com/a-w/about/news/archive/standard/news/press/2025/philips-accelerates-precise-imaging-with-unique-ai-technologies-in-mri-to-improve-patient-outcomes.html,2025-02-26,exact,active,2026-08-19,https://www.philips.com/a-w/about/news/archive/standard/news/press/2025/philips-accelerates-precise-imaging-with-unique-ai-technologies-in-mri-to-improve-patient-outcomes.html,2026-08-19
prod_gehc_clarify_dl,org_ge_healthcare,Clarify DL,,First verified external portfolio release in CE-marked jurisdictions; later U.S. clearance is separate.,medical_device,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcare-expands-its-effortless-recon-dl-portfolio-bringing-advanced-deep-learning-image-reconstruction-to-clinicians-worldwide,2024-12-05,exact,active,2026-08-19,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcare-expands-its-effortless-recon-dl-portfolio-bringing-advanced-deep-learning-image-reconstruction-to-clinicians-worldwide,2026-08-19
prod_mim_sureplan_mrt,org_mim_software,MIM SurePlan MRT,,Public availability announcement for Monte Carlo dosimetry via Dose Planning Method.,medical_device,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcares-mim-software-announces-fda-clearance-of-monte-carlo-dosimetry-for-theranostics,,unknown,active,2026-08-19,https://www.gehealthcare.com/en-us/about/newsroom/press-releases/ge-healthcares-mim-software-announces-fda-clearance-of-monte-carlo-dosimetry-for-theranostics,2026-08-19
prod_cydar_maps,org_cydar_medical,Cydar Maps,,Introduction of Automatic Volume Assessment inside the existing platform.,medical_device,https://cydarmedical.com/?news=introducing-ava,2022,year,active,2026-08-19,https://cydarmedical.com/?news=introducing-ava,2026-08-19
prod_mendaera_focalist,org_mendaera,Focalist,,First procedures marked the beginning of a limited U.S. launch.,integrated_hardware_software,https://www.mendaera.com/press-releases/mendaera-announces-worlds-first-procedures-with-focalist-tm-handheld-robotic-system,2025-09-11,exact,active,2026-08-19,https://www.mendaera.com/press-releases/mendaera-announces-worlds-first-procedures-with-focalist-tm-handheld-robotic-system,2026-08-19
prod_github_copilot,org_github,GitHub Copilot — coding agent configuration,,Copilot coding agent became generally available to paid subscribers.,software_application,https://github.blog/changelog/2025-09-25-copilot-coding-agent-is-now-generally-available/,,unknown,active,2026-08-19,https://github.blog/changelog/2025-09-25-copilot-coding-agent-is-now-generally-available/,2026-08-19
prod_anthropic_claude_code,org_anthropic,Claude Code,,Limited research-preview launch of an agentic command-line coding tool.,software_application,https://www.anthropic.com/news/claude-3-7-sonnet,2025-02-24,exact,active,2026-08-19,https://www.anthropic.com/news/claude-3-7-sonnet,2026-08-19
prod_openai_codex,org_openai,Codex,,"Research-preview launch to ChatGPT Pro, Business, and Enterprise customers.",software_application,https://openai.com/index/introducing-codex/,2025-05-16,exact,active,2026-08-19,https://openai.com/index/introducing-codex/,2026-08-19
prod_google_jules,org_google,Jules,,Initial release to selected trusted testers; public beta followed in 2025.,software_application,https://developers.googleblog.com/en/the-next-chapter-of-the-gemini-era-for-developers/,2024-12-11,exact,active,2026-08-19,https://developers.googleblog.com/en/the-next-chapter-of-the-gemini-era-for-developers/,2026-08-19
prod_aws_amazon_q_developer,org_aws,Amazon Q Developer,,"Preview launch in AWS Console, Visual Studio Code, and JetBrains IDEs.",software_application,https://aws.amazon.com/developer/generative-ai/amazon-q/change-log/,2023-11-28,exact,active,2026-08-19,https://aws.amazon.com/developer/generative-ai/amazon-q/change-log/,2026-08-19
prod_replit_agent,org_replit,Replit Agent,,Early-access launch to Replit Core subscribers.,software_application,https://replit.com/blog/introducing-replit-agent,2024-09,month,active,2026-08-19,https://replit.com/blog/introducing-replit-agent,2026-08-19
prod_hp_siteprint,org_hp,HP SitePrint,,Commercial launch of enhanced sensors and obstacle avoidance after 2022 early access.,robot,https://www.hp.com/us-en/newsroom/press-releases/2023/hp-siteprint-launches.html,2022,year,active,2026-08-19,https://www.hp.com/us-en/newsroom/press-releases/2023/hp-siteprint-launches.html,2026-08-19
prod_dusty_fieldprint_platform,org_dusty_robotics,FieldPrint Platform / FieldPrinter 2,,"General availability of FieldPrint Platform, FieldPrinter 2, and floor-elevation functions.",integrated_hardware_software,https://www.dustyrobotics.com/press,2024-10-10,exact,active,2026-08-19,https://www.dustyrobotics.com/press,2026-08-19
prod_canvas_1200cx,org_canvas_jlg,Canvas 1200CX,,Release of an AI-enabled robotic drywall finishing system for customer projects.,robot,https://www.businesswire.com/news/home/20240710771518/en/Canvas-Worlds-First-Robotic-Drywall-Finishing-Company-Launches-the-1200CX,2024-07-10,exact,active,2026-08-19,https://www.businesswire.com/news/home/20240710771518/en/Canvas-Worlds-First-Robotic-Drywall-Finishing-Company-Launches-the-1200CX,2026-08-19
prod_okibo_eg7_plus,org_okibo,EG7+,,"National U.S. launch of AI-guided sanding, painting, and Level-4 finishing; delivery evidence needs final-freeze confirmation.",robot,https://okibo.com/okibo-announces-national-launch-of-eg7-robot-following-successful-premiere-at-hensel-phelps-innovation-day/,2025-12-09,exact,limited_availability,2026-08-19,https://okibo.com/okibo-announces-national-launch-of-eg7-robot-following-successful-premiere-at-hensel-phelps-innovation-day/,2026-08-19
prod_auar_microfactory_masterbuilder,org_auar,MicroFactory + MasterBuilder,,Invite-only external MicroFactory deployment and autonomous production for a customer.,integrated_hardware_software,https://auar.io/resources/news/auar-2025-year-in-review,2025-Q4,quarter,active,2026-08-19,https://auar.io/resources/news/auar-2025-year-in-review,2026-08-19
prod_procore_ai,org_procore,Procore AI / Copilot,,Global launch and availability of Procore AI and Copilot.,software_module,https://www.procore.com/press/procore-launches-procore-ai-with-new-agents-to-boost-construction-management-efficiency,2024-11-20,exact,active,2026-08-19,https://www.procore.com/press/procore-launches-procore-ai-with-new-agents-to-boost-construction-management-efficiency,2026-08-19
prod_openspace_bim_plus,org_openspace,OpenSpace BIM+,,Immediate release after testing by more than 900 customers.,software_application,https://www.openspace.ai/press-releases/openspace-introduces-openspace-bim-for-streamlined-field-and-vdc-team-coordination/,2024-02-01,exact,active,2026-08-19,https://www.openspace.ai/press-releases/openspace-introduces-openspace-bim-for-streamlined-field-and-vdc-team-coordination/,2026-08-19
prod_aurora_driver_freight,org_aurora,Aurora Driver for Freight,,Limited commercial driverless Class-8 freight service launched on Dallas–Houston.,vehicle_automation_system,https://ir.aurora.tech/sec-filings/all-sec-filings/content/0001828108-25-000078/auroracommerciallaunchpres.htm,,unknown,active,2026-08-19,https://ir.aurora.tech/sec-filings/all-sec-filings/content/0001828108-25-000078/auroracommerciallaunchpres.htm,2026-08-19
prod_kodiak_driver,org_kodiak_ai,Kodiak Driver,,Customer-owned driverless Class-8 deployment began with Atlas in the Permian Basin.,vehicle_automation_system,https://investors.kodiak.ai/node/6696/pdf,,unknown,active,2026-08-19,https://investors.kodiak.ai/node/6696/pdf,2026-08-19
prod_waabi_driver,org_waabi,Waabi Driver,,Supervised commercial loads launched with Uber Freight on Dallas–Houston.,vehicle_automation_system,https://www.uberfreight.com/en-US/blog/uber-freight-and-waabi-introduce-industry-first-autonomous-truck-deployment-solution,2023-09-21,exact,active,2026-08-19,https://www.uberfreight.com/en-US/blog/uber-freight-and-waabi-introduce-industry-first-autonomous-truck-deployment-solution,2026-08-19
prod_volvo_vnl_autonomous,org_volvo_autonomous,Volvo VNL Autonomous powered by Aurora Driver,,Integrated autonomous-truck operations began for DHL on two Texas lanes with a safety driver.,integrated_hardware_software,https://www.volvoautonomoussolutions.com/en-en/news-and-insights/press-releases/2024/dec/volvo-begins-autonomous-operations-for-dhl-supply-chain-in-texas.html,2024-12-11,exact,active,2026-08-19,https://www.volvoautonomoussolutions.com/en-en/news-and-insights/press-releases/2024/dec/volvo-begins-autonomous-operations-for-dhl-supply-chain-in-texas.html,2026-08-19
prod_gatik_driver_class7,org_gatik,Gatik Driver / Class-7 refrigerated autonomous trucks,,Added a Class-7 refrigerated short-haul deployment for Tyson Foods.,vehicle_automation_system,https://archive.gatik.ai/news/press-releases/tyson-foods-and-gatik-to-deploy-autonomous-trucks-in-northwest-arkansas-to-optimize-supply-chain-efficiency/,,unknown,active,2026-08-19,https://archive.gatik.ai/news/press-releases/tyson-foods-and-gatik-to-deploy-autonomous-trucks-in-northwest-arkansas-to-optimize-supply-chain-efficiency/,2026-08-19
prod_einride_autonomous_faas,org_einride,Einride autonomous vehicle / Freight Capacity as a Service,,Full-time daily unmanned commercial operation began for GE Appliances in Tennessee.,vehicle_automation_system,https://www.einride.tech/press/first-fulltime-autonomous-operations,,unknown,active,2026-08-19,https://www.einride.tech/press/first-fulltime-autonomous-operations,2026-08-19
prod_intuit_turbotax_assist,org_intuit,TurboTax + Intuit Assist,,Consumer-facing generative-AI tax preparation that performs a bounded portion of tax determination and filing work.,software_application,https://investors.intuit.com/news-events/press-releases/detail/43/introducing-intuit-assist-the-generative-ai-powered-financial-assistant-for-small-businesses-and-consumers,,unknown,active,2026-08-19,https://investors.intuit.com/news-events/press-releases/detail/43/introducing-intuit-assist-the-generative-ai-powered-financial-assistant-for-small-businesses-and-consumers,2026-08-19

